IMDB Ratings,IMDB Score,Content Rating,Date Released,year,month,day of the week,Genres,Genre A,Genre B,Genre C,Keywords,Keyword 1,Keyword 2,Keyword 3,Stars,Star 1,Star 2,Star 3,Directors,Director 1,Director 2,Director 3,Writers,Writer 1,Writer 2,Writer 3,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD,Name,RT_audience_score,RT_tomatometer_score,RT_audience_#reviews,RT_tomatometer_#reviews,Producer
358170,7.0,14A,2012-12-21,2012,12,4,['Action' 'Mystery' 'Thriller'],Action,Mystery,Thriller,['sniper' 'coma' 'action hero' 'murder mystery' 'brawl' 'trailer'],sniper,coma,action hero,['Tom Cruise' 'Rosamund Pike' 'Richard Jenkins'],Tom Cruise,Rosamund Pike,Richard Jenkins,['Christopher McQuarrie'],Christopher McQuarrie,none,none,['Lee Child' 'Christopher McQuarrie'],Lee Child,Christopher McQuarrie,none,130,6,1,60000000,$,80070736,15210156,218340595,Jack Reacher,7.2,6.3,116423.0,185.0,"Tom Cruise,Don Granger,Paula Wagner,Gary Levinsohn"
341677,7.5,PG,2012-12-25,2012,12,1,['Drama' 'Musical' 'Romance'],Drama,Musical,Romance,['rebellion' 'france' 'parole' 'barricade' 'prostitution' 'trailer'],rebellion,france,parole,['Hugh Jackman' 'Russell Crowe' 'Anne Hathaway'],Hugh Jackman,Russell Crowe,Anne Hathaway,['Tom Hooper'],Tom Hooper,none,none,['William Nicholson' 'Alain Boublil' 'Claude-Michel Schönberg'],William Nicholson,Alain Boublil,Claude-Michel Schönberg,158,177,85,61000000,$,148809770,27281735,442299309,Les Misérables,8.0,6.9,265557.0,258.0,"Tim Bevan,Eric Fellner,Debra Hayward,Cameron Mackintosh"
314428,7.4,14A,2013-01-11,2013,1,4,['Drama' 'History' 'Thriller'],Drama,History,Thriller,"['al qaeda' 'terrorist' 'special forces' 'death of osama bin laden'
 'commando raid' 'trailer']",al qaeda,terrorist,special forces,['Jessica Chastain' 'Joel Edgerton' 'Chris Pratt'],Jessica Chastain,Joel Edgerton,Chris Pratt,['Kathryn Bigelow'],Kathryn Bigelow,none,none,['Mark Boal'],Mark Boal,none,none,157,174,85,40000000,$,95720716,417150,132820716,Zero Dark Thirty,8.0,8.6,197617.0,308.0,"Mark Boal,Kathryn Bigelow,Megan Ellison"
148371,6.2,14A,2012-12-21,2012,12,4,['Comedy' 'Drama' 'Romance'],Comedy,Drama,Romance,"['40 year old' 'husband wife relationship' '40th birthday' 'aging'
 'birthday' 'trailer']",40 year old,husband wife relationship,40th birthday,['Paul Rudd' 'Leslie Mann' 'Maude Apatow'],Paul Rudd,Leslie Mann,Maude Apatow,['Judd Apatow'],Judd Apatow,none,none,['Judd Apatow'],Judd Apatow,none,none,134,11,2,35000000,$,67544505,11579175,88215156,This Is 40,6.6,5.8,96176.0,224.0,"Judd Apatow,Barry Mendel,Clayton Townsend"
858182,7.8,PG,2012-12-14,2012,12,4,['Adventure' 'Fantasy'],Adventure,Fantasy,none,['wizard' 'hobbit' 'dragon' 'orc' 'sword and sorcery' 'trailer'],wizard,hobbit,dragon,['Martin Freeman' 'Ian McKellen' 'Richard Armitage'],Martin Freeman,Ian McKellen,Richard Armitage,['Peter Jackson'],Peter Jackson,none,none,['Fran Walsh' 'Philippa Boyens' 'Peter Jackson'],Fran Walsh,Philippa Boyens,Peter Jackson,169,76,11,180000000,$,303030651,84617303,1017030651,The Hobbit: An Unexpected Journey,8.2,6.6,484698.0,306.0,"Carolynne Cunningham,Zane Weiner,Fran Walsh,Peter Jackson"
721256,7.8,14A,2012-11-09,2012,11,4,['Action' 'Adventure' 'Thriller'],Action,Adventure,Thriller,"['007' 'death of major character' 'official bond film'
 'official james bond series' 'james bond character' 'trailer']",007,death of major character,official bond film,['Daniel Craig' 'Javier Bardem' 'Naomie Harris'],Daniel Craig,Javier Bardem,Naomie Harris,['Sam Mendes'],Sam Mendes,none,none,['Neal Purvis' 'Robert Wade' 'John Logan'],Neal Purvis,Robert Wade,John Logan,143,123,69,200000000,$,304360277,88364714,1142471295,Skyfall,8.2,8.2,375449.0,391.0,"Michael G. Wilson,Barbara Broccoli"
370722,7.3,18A,2012-11-02,2012,11,4,['Drama' 'Thriller'],Drama,Thriller,none,"['airplane crash' 'pilot' 'stewardess' 'airplane pilot'
 'black man white woman relationship' 'trailer']",airplane crash,pilot,stewardess,['Denzel Washington' 'Nadine Velazquez' 'Don Cheadle'],Denzel Washington,Nadine Velazquez,Don Cheadle,['Robert Zemeckis'],Robert Zemeckis,none,none,['John Gatins'],John Gatins,none,none,138,45,15,31000000,$,93772375,24900566,161772375,Flight,7.6,7.0,153605.0,242.0,"Walter F. Parkes,Laurie MacDonald,Steve Starkey,Robert Zemeckis,Jack Rapke"
269332,7.3,PG,2012-11-16,2012,11,4,['Biography' 'Drama' 'History'],Biography,Drama,History,"['based on real person' 'american politics' 'bearded man' '1860s'
 'american civil war' 'trailer']",based on real person,american politics,bearded man,['Daniel Day-Lewis' 'Sally Field' 'David Strathairn'],Daniel Day-Lewis,Sally Field,David Strathairn,['Steven Spielberg'],Steven Spielberg,none,none,['Tony Kushner' 'Doris Kearns Goodwin'],Tony Kushner,Doris Kearns Goodwin,none,150,251,107,65000000,$,182207973,944308,275293450,Lincoln,8.0,8.0,246120.0,288.0,"Steven Spielberg,Kathleen Kennedy"
188657,7.2,G,2012-11-21,2012,11,2,['Animation' 'Action' 'Adventure'],Animation,Action,Adventure,"['santa claus character' 'jack frost character' 'sandman character'
 'tooth fairy character' 'easter bunny character' 'trailer']",santa claus character,jack frost character,sandman character,['Hugh Jackman' 'Alec Baldwin' 'Isla Fisher'],Hugh Jackman,Alec Baldwin,Isla Fisher,['Peter Ramsey'],Peter Ramsey,none,none,['David Lindsay-Abaire' 'William Joyce'],David Lindsay-Abaire,William Joyce,none,97,32,14,145000000,$,103412758,23773465,306941670,Rise of the Guardians,8.0,6.6,124687.0,161.0,"Christina Steinberg,Nancy Bernstein"
94637,6.4,PG,2012-10-12,2012,10,4,['Action' 'Comedy' 'Sport'],Action,Comedy,Sport,['underdog' '2010s' 'martial arts' 'martial artist' 'orchestra' 'trailer'],underdog,2010s,martial arts,['Kevin James' 'Salma Hayek' 'Henry Winkler'],Kevin James,Salma Hayek,Henry Winkler,['Frank Coraci'],Frank Coraci,none,none,['Allan Loeb' 'Kevin James' 'Rock Reuben'],Allan Loeb,Kevin James,Rock Reuben,105,3,0,42000000,$,45290318,11816596,73100172,Here Comes the Boom,7.4,5.0,60779.0,98.0,"Todd Garner,Kevin James"
732751,7.7,14A,2012-11-21,2012,11,2,['Comedy' 'Drama' 'Romance'],Comedy,Drama,Romance,"['bipolar disorder' 'young widow' 'psychiatrist' 'family relationships'
 'unhappy marriage' 'trailer']",bipolar disorder,young widow,psychiatrist,['Bradley Cooper' 'Jennifer Lawrence' 'Robert De Niro'],Bradley Cooper,Jennifer Lawrence,Robert De Niro,['David O. Russell'],David O. Russell,none,none,['David O. Russell' 'Matthew Quick'],David O. Russell,Matthew Quick,none,122,148,89,21000000,$,132092958,443003,236412453,Silver Linings Playbook,8.2,8.2,261137.0,263.0,"Donna Gigliotti,Bruce Cohen,Jonathan Gordon"
656544,7.9,PG,2012-11-21,2012,11,2,['Adventure' 'Drama' 'Fantasy'],Adventure,Drama,Fantasy,['tiger' 'india' 'journey' 'faith' 'animal' 'trailer'],tiger,india,journey,['Suraj Sharma' 'Irrfan Khan' 'Adil Hussain'],Suraj Sharma,Irrfan Khan,Adil Hussain,['Ang Lee'],Ang Lee,none,none,['Yann Martel' 'David Magee'],Yann Martel,David Magee,none,127,134,81,120000000,$,124987023,22451514,609016565,Life of Pi,8.2,7.9,169626.0,255.0,"Gil Netter,Ang Lee,David Womark"
595291,7.4,14A,2012-09-28,2012,9,4,['Action' 'Drama' 'Sci-Fi'],Action,Drama,Sci-Fi,['time travel' 'future' 'time loop' 'cyberpunk' 'shanghai' 'trailer'],time travel,future,time loop,['Joseph Gordon-Levitt' 'Bruce Willis' 'Emily Blunt'],Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,['Rian Johnson'],Rian Johnson,none,none,['Rian Johnson'],Rian Johnson,none,none,119,47,18,30000000,$,66486205,20801552,176506819,Looper,8.0,8.1,181005.0,275.0,"Ram Bergman,James D. Stern"
538331,7.9,14A,2012-09-28,2012,9,4,['Drama'],Drama,none,none,['coming of age' 'high school' 'first love' 'introvert' 'gay' 'trailer'],coming of age,high school,first love,['Logan Lerman' 'Emma Watson' 'Ezra Miller'],Logan Lerman,Emma Watson,Ezra Miller,['Stephen Chbosky'],Stephen Chbosky,none,none,['Stephen Chbosky'],Stephen Chbosky,none,none,103,50,19,13000000,$,17742948,228359,33384127,The Perks of Being a Wallflower,8.4,7.5,139592.0,171.0,"Lianne Halfon,Russell Smith,John Malkovich"
370898,7.4,14A,2012-10-26,2012,10,4,['Drama' 'Mystery' 'Sci-Fi'],Drama,Mystery,Sci-Fi,['future' 'reincarnation' 'clone' 'nonlinear timeline' 'tribe' 'trailer'],future,reincarnation,clone,['Tom Hanks' 'Halle Berry' 'Hugh Grant'],Tom Hanks,Halle Berry,Hugh Grant,['Tom Tykwer' 'Lana Wachowski' 'Lilly Wachowski'],Tom Tykwer,Lana Wachowski,Lilly Wachowski,['David Mitchell' 'Lana Wachowski' 'Tom Tykwer'],David Mitchell,Lana Wachowski,Tom Tykwer,172,79,15,102000000,$,27108272,9612247,130516424,Cloud Atlas,7.2,6.7,188074.0,292.0,"Grant Hill,Stefan Arndt,Lana Wachowski,Tom Tykwer,Lilly Wachowski"
325086,7.1,PG,2012-10-05,2012,10,4,['Comedy' 'Music' 'Romance'],Comedy,Music,Romance,"['a cappella' 'female protagonist' 'friendship between girls'
 'bechdel test passed' 'red hair' 'trailer']",a cappella,female protagonist,friendship between girls,['Anna Kendrick' 'Brittany Snow' 'Rebel Wilson'],Anna Kendrick,Brittany Snow,Rebel Wilson,['Jason Moore'],Jason Moore,none,none,['Kay Cannon' 'Mickey Rapkin'],Kay Cannon,Mickey Rapkin,none,112,20,8,17000000,$,65298093,5149433,115647426,Pitch Perfect,8.2,6.5,127541.0,157.0,"Paul Brooks,Max Handelman,Elizabeth Banks"
318389,6.2,14A,2012-10-05,2012,10,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['kidnapping' 'revenge' 'avenging son&apos;s death' 'funeral'
 'handcuffed to a pipe' 'trailer']",kidnapping,revenge,avenging son&apos;s death,['Liam Neeson' 'Famke Janssen' 'Maggie Grace'],Liam Neeson,Famke Janssen,Maggie Grace,['Olivier Megaton'],Olivier Megaton,none,none,['Luc Besson' 'Robert Mark Kamen'],Luc Besson,Robert Mark Kamen,none,92,3,1,45000000,$,139854287,49514769,376152455,Taken 2,6.8,4.2,212595.0,173.0,Luc Besson
285148,7.3,14A,2013-04-12,2013,4,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['bank robbery' 'bank robber' 'original story' 'bank'
 'haunted by the past' 'trailer']",bank robbery,bank robber,original story,['Ryan Gosling' 'Bradley Cooper' 'Eva Mendes'],Ryan Gosling,Bradley Cooper,Eva Mendes,['Derek Cianfrance'],Derek Cianfrance,none,none,['Derek Cianfrance' 'Ben Coccio' 'Darius Marder'],Derek Cianfrance,Ben Coccio,Darius Marder,140,22,5,15000000,$,21403519,279457,47145587,The Place Beyond the Pines,7.6,7.2,73853.0,228.0,"Jamie Patricof,Lynette Howell Taylor,Alex Orlovsky,Sidney Kimmel"
274730,7.0,G,2012-09-28,2012,9,4,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,['monster' 'hotel' 'plane' 'party' 'dragon' 'trailer'],monster,hotel,plane,['Adam Sandler' 'Kevin James' 'Andy Samberg'],Adam Sandler,Kevin James,Andy Samberg,['Genndy Tartakovsky'],Genndy Tartakovsky,none,none,['Peter Baynham' 'Robert Smigel' 'Todd Durham'],Peter Baynham,Robert Smigel,Todd Durham,91,15,2,85000000,$,148313048,42522194,358375603,Hotel Transylvania,7.8,5.4,151738.0,143.0,
270391,7.1,18A,2012-10-12,2012,10,4,['Comedy' 'Crime'],Comedy,Crime,none,"['gangster' 'shih tzu' 'screenwriter' 'murder of a black woman'
 'shooting a woman' 'trailer']",gangster,shih tzu,screenwriter,['Colin Farrell' 'Woody Harrelson' 'Sam Rockwell'],Colin Farrell,Woody Harrelson,Sam Rockwell,['Martin McDonagh'],Martin McDonagh,none,none,['Martin McDonagh'],Martin McDonagh,none,none,110,21,3,15000000,$,15024049,4174915,29339894,Seven Psychopaths,7.4,7.1,130363.0,218.0,"Graham Broadbent,Peter Czernin,Martin McDonagh"
263410,7.6,14A,2012-09-21,2012,9,4,['Action' 'Crime' 'Drama'],Action,Crime,Drama,['video footage' 'street gang' 'police' 'lapd' 'police officer' 'trailer'],video footage,street gang,police,['Jake Gyllenhaal' 'Michael Peña' 'Anna Kendrick'],Jake Gyllenhaal,Michael Peña,Anna Kendrick,['David Ayer'],David Ayer,none,none,['David Ayer'],David Ayer,none,none,109,10,3,7000000,$,41003371,13152683,55078146,End of Watch,8.2,7.2,85787.0,183.0,"John Lesher,David Ayer,Nigel Sinclair,Matt Jackson"
237245,7.5,14A,2012-09-09,2012,9,6,['Drama' 'History' 'Thriller'],Drama,History,Thriller,"['2004 indian ocean earthquake and tsunami' 'year 2004' 'tsunami'
 'christmas' 'disaster film' 'trailer']",2004 indian ocean earthquake and tsunami,year 2004,tsunami,['Naomi Watts' 'Ewan McGregor' 'Tom Holland'],Naomi Watts,Ewan McGregor,Tom Holland,['J.A. Bayona'],J.A. Bayona,none,none,['Sergio G. Sánchez' 'María Belón'],Sergio G. Sánchez,María Belón,none,114,70,28,45000000,$,19019882,143818,198087212,The Impossible,8.0,7.3,49656.0,204.0,"Belén Atienza,Álvaro Augustin,Ghislain Barrois,Enrique López Lavigne"
148184,5.3,14A,2012-09-14,2012,9,4,['Action' 'Horror' 'Sci-Fi'],Action,Horror,Sci-Fi,"['action heroine' 'zombie' 'female protagonist' 'post apocalypse'
 'umbrella' 'trailer']",action heroine,zombie,female protagonist,['Milla Jovovich' 'Sienna Guillory' 'Michelle Rodriguez'],Milla Jovovich,Sienna Guillory,Michelle Rodriguez,['Paul W.S. Anderson'],Paul W.S. Anderson,none,none,['Paul W.S. Anderson'],Paul W.S. Anderson,none,none,95,6,2,65000000,$,42345531,21052227,240159255,Resident Evil: Retribution,6.6,4.3,242183.0,75.0,"Jeremy Bolt,Paul W.S. Anderson,Robert Kulzer,Don Carmody,Samuel Hadida"
147104,5.3,18A,2013-03-29,2013,3,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,['spring break' 'debauchery' 'party' 'female killer' 'rapper' 'trailer'],spring break,debauchery,party,['Vanessa Hudgens' 'Selena Gomez' 'Ashley Benson'],Vanessa Hudgens,Selena Gomez,Ashley Benson,['Harmony Korine'],Harmony Korine,none,none,['Harmony Korine'],Harmony Korine,none,none,94,34,14,5000000,$,14124284,263002,32170399,Spring Breakers,5.4,6.6,62502.0,199.0,"Charles-Marie Anthonioz,Jordan Gertner,Chris Hanley,David Zander"
115435,6.9,PG,2012-10-05,2012,10,4,['Animation' 'Comedy' 'Drama'],Animation,Comedy,Drama,"['bull terrier' 'stop motion animation' 'remake by original director'
 'dracula character' 'altered version of studio logo' 'trailer']",bull terrier,stop motion animation,remake by original director,['Winona Ryder' 'Catherine O&apos;Hara' 'Martin Short'],Winona Ryder,Catherine O&apos;Hara,Martin Short,['Tim Burton'],Tim Burton,none,none,['Leonard Ripps' 'Tim Burton' 'John August'],Leonard Ripps,Tim Burton,John August,87,50,11,39000000,$,35291068,11412213,84247681,Frankenweenie,7.4,7.5,67861.0,224.0,"Tim Burton,Allison Abbate"
104994,6.6,PG,2012-09-07,2012,9,4,['Drama' 'Romance'],Drama,Romance,none,"['dance' 'imperial russia' 'character name as title'
 'anna karenina character' 'saint petersburg russia' 'trailer']",dance,imperial russia,character name as title,['Keira Knightley' 'Jude Law' 'Aaron Taylor-Johnson'],Keira Knightley,Jude Law,Aaron Taylor-Johnson,['Joe Wright'],Joe Wright,none,none,['Tom Stoppard' 'Lev Tolstoy'],Tom Stoppard,Lev Tolstoy,none,129,53,32,40600000,$,12816367,320690,68929150,Anna Karenina,6.4,6.5,52780.0,193.0,"Tim Bevan,Eric Fellner,Paul Webster"
91648,7.4,14A,2013-05-17,2013,5,4,['Comedy' 'Drama' 'Romance'],Comedy,Drama,Romance,"['black and white' 'best friend' 'father daughter relationship'
 'mother daughter relationship' 'mumblecore' 'trailer']",black and white,best friend,father daughter relationship,['Greta Gerwig' 'Mickey Sumner' 'Adam Driver'],Greta Gerwig,Mickey Sumner,Adam Driver,['Noah Baumbach'],Noah Baumbach,none,none,['Noah Baumbach' 'Greta Gerwig'],Noah Baumbach,Greta Gerwig,none,86,49,1,unknown,unknown,unknown,unknown,unknown,Frances Ha,7.6,7.8,20378.0,191.0,"Noah Baumbach,Scott Rudin,Lila Yacoub,Rodrigo Teixeira"
80396,5.5,14A,2012-09-21,2012,9,4,['Drama' 'Horror' 'Thriller'],Drama,Horror,Thriller,"['murder' 'dead body in a car trunk' 'female captive' 'woods' 'divorce'
 'trailer']",murder,dead body in a car trunk,female captive,['Jennifer Lawrence' 'Elisabeth Shue' 'Max Thieriot'],Jennifer Lawrence,Elisabeth Shue,Max Thieriot,['Mark Tonderai'],Mark Tonderai,none,none,['David Loucka' 'Jonathan Mostow'],David Loucka,Jonathan Mostow,none,101,3,1,10000000,$,31611916,12287234,44287131,House at the End of the Street,6.0,3.8,57522.0,69.0,"Aaron Ryder,Peter Block,Hal Lieberman"
135792,6.1,14A,2012-08-10,2012,8,4,['Comedy'],Comedy,none,none,"['slapstick comedy' 'congressman' 'north carolina' 'campaigning'
 'u.s. congressman' 'trailer']",slapstick comedy,congressman,north carolina,['Will Ferrell' 'Zach Galifianakis' 'Jason Sudeikis'],Will Ferrell,Zach Galifianakis,Jason Sudeikis,['Jay Roach'],Jay Roach,none,none,['Chris Henchy' 'Shawn Harwell' 'Adam McKay'],Chris Henchy,Shawn Harwell,Adam McKay,85,4,2,95000000,$,86907746,26588460,104907746,The Campaign,6.6,5.9,123295.0,208.0,"Will Ferrell,Adam McKay,Jay Roach,Zach Galifianakis"
117472,6.5,14A,2012-08-24,2012,8,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['bicycle messenger' 'chase' 'bicycle' 'new york city' 'race against time'
 'trailer']",bicycle messenger,chase,bicycle,['Joseph Gordon-Levitt' 'Michael Shannon' 'Dania Ramirez'],Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,['David Koepp'],David Koepp,none,none,['David Koepp' 'John Kamps'],David Koepp,John Kamps,none,91,4,1,35000000,$,20275446,6030164,31083599,Premium Rush,7.0,6.3,132336.0,166.0,Gavin Polone
108703,7.0,PG,2012-08-17,2012,8,4,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,['horror for children' 'zombie' 'witch' 'curse' 'ghost' 'trailer'],horror for children,zombie,witch,['Kodi Smit-McPhee' 'Anna Kendrick' 'Christopher Mintz-Plasse'],Kodi Smit-McPhee,Anna Kendrick,Christopher Mintz-Plasse,['Chris Butler' 'Sam Fell'],Chris Butler,Sam Fell,none,['Chris Butler'],Chris Butler,none,none,92,46,19,60000000,$,56003051,14087050,107139399,ParaNorman,7.4,7.3,83307.0,191.0,"Arianne Sutner,Travis Knight"
1790003,8.4,14A,2012-07-20,2012,7,4,['Action' 'Drama' 'Thriller'],Action,Drama,Thriller,"['dc comics' 'batman character' 'bruce wayne character' 'terrorist plot'
 'sequel' 'trailer']",dc comics,batman character,bruce wayne character,['Christian Bale' 'Tom Hardy' 'Anne Hathaway'],Christian Bale,Tom Hardy,Anne Hathaway,['Christopher Nolan'],Christopher Nolan,none,none,['Jonathan Nolan' 'Christopher Nolan' 'David S. Goyer'],Jonathan Nolan,Christopher Nolan,David S. Goyer,164,104,43,250000000,$,448149584,160887295,1085067637,The Dark Knight Rises,8.8,8.0,1215180.0,379.0,"Emma Thomas,Christopher Nolan,Charles Roven"
312440,6.6,14A,2012-08-10,2012,8,4,['Action' 'Adventure' 'Thriller'],Action,Adventure,Thriller,['wolf' 'drone' 'pamela landy character' 'snow adventure' 'pill' 'trailer'],wolf,drone,pamela landy character,['Jeremy Renner' 'Rachel Weisz' 'Edward Norton'],Jeremy Renner,Rachel Weisz,Edward Norton,['Tony Gilroy'],Tony Gilroy,none,none,['Tony Gilroy' 'Dan Gilroy' 'Robert Ludlum'],Tony Gilroy,Dan Gilroy,Robert Ludlum,135,11,1,125000000,$,113203870,38142825,276144750,The Bourne Legacy,7.0,5.9,282433.0,234.0,"Frank Marshall,Patrick Crowley,Jeffrey M. Weiner,Ben Smith"
289411,7.1,18A,2012-09-21,2012,9,4,['Action' 'Crime' 'Sci-Fi'],Action,Crime,Sci-Fi,"['post apocalypse' 'cyberpunk' 'dystopia' 'based on comic' 'drugs'
 'trailer']",post apocalypse,cyberpunk,dystopia,['Karl Urban' 'Olivia Thirlby' 'Lena Headey'],Karl Urban,Olivia Thirlby,Lena Headey,['Pete Travis'],Pete Travis,none,none,['John Wagner' 'Carlos Ezquerra' 'Alex Garland'],John Wagner,Carlos Ezquerra,Alex Garland,95,14,2,50000000,$,13414714,6278491,41037742,Dredd,7.4,6.6,154291.0,170.0,"Andrew Macdonald,Allon Reich,Alex Garland,Jason Kingsley,Chris Kingsley"
131871,5.7,14A,2012-07-27,2012,7,4,['Comedy' 'Sci-Fi'],Comedy,Sci-Fi,none,"['female full frontal nudity' 'female frontal nudity' 'breasts'
 'female nudity' 'alien' 'trailer']",female full frontal nudity,female frontal nudity,breasts,['Ben Stiller' 'Vince Vaughn' 'Jonah Hill'],Ben Stiller,Vince Vaughn,Jonah Hill,['Akiva Schaffer'],Akiva Schaffer,none,none,['Jared Stern' 'Seth Rogen' 'Evan Goldberg'],Jared Stern,Seth Rogen,Evan Goldberg,102,2,0,68000000,$,35353000,12750297,68267862,The Watch,6.0,4.1,80887.0,167.0,Shawn Levy
104566,7.2,14A,2012-09-06,2012,9,3,['Comedy' 'Drama' 'Fantasy'],Comedy,Drama,Fantasy,"['imaginary character made real' 'writer&apos;s block'
 'book comes to life' 'reference to f. scott fitzgerald'
 'best selling author' 'trailer']",imaginary character made real,writer&apos;s block,book comes to life,['Paul Dano' 'Zoe Kazan' 'Annette Bening'],Paul Dano,Zoe Kazan,Annette Bening,['Jonathan Dayton' 'Valerie Faris'],Jonathan Dayton,Valerie Faris,none,['Zoe Kazan'],Zoe Kazan,none,none,104,11,1,8000000,$,2540106,140822,9368803,Ruby Sparks,7.4,7.2,36496.0,183.0,"Albert Berger,Ron Yerxa"
642907,6.9,18A,2012-06-29,2012,6,4,['Comedy'],Comedy,none,none,"['buddy comedy' 'teddy bear' 'animated character' 'gross out comedy'
 'absurd comedy' 'trailer']",buddy comedy,teddy bear,animated character,['Mark Wahlberg' 'Mila Kunis' 'Seth MacFarlane'],Mark Wahlberg,Mila Kunis,Seth MacFarlane,['Seth MacFarlane'],Seth MacFarlane,none,none,['Seth MacFarlane' 'Alec Sulkin' 'Wellesley Wild'],Seth MacFarlane,Alec Sulkin,Wellesley Wild,106,28,13,50000000,$,218815487,54415205,549368315,Ted,7.6,6.4,375890.0,223.0,"Scott Stuber,Seth MacFarlane,John Jacobs,Jason Clark"
433401,7.1,PG,2012-06-22,2012,6,4,['Animation' 'Action' 'Adventure'],Animation,Action,Adventure,"['princess' 'archery' 'female warrior' 'mother daughter relationship'
 'female protagonist' 'trailer']",princess,archery,female warrior,['Kelly Macdonald' 'Billy Connolly' 'Emma Thompson'],Kelly Macdonald,Billy Connolly,Emma Thompson,['Mark Andrews' 'Brenda Chapman' 'Steve Purcell'],Mark Andrews,Brenda Chapman,Steve Purcell,['Brenda Chapman' 'Mark Andrews' 'Steve Purcell'],Brenda Chapman,Mark Andrews,Steve Purcell,93,48,20,185000000,$,237283207,66323594,538983207,Brave,7.6,7.0,279982.0,256.0,Katherine Sarafian
220527,6.5,PG,2012-07-13,2012,7,4,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,['pirate' 'iceberg' 'giraffe' 'continental drift' 'pirate ship' 'trailer'],pirate,iceberg,giraffe,['Ray Romano' 'Denis Leary' 'John Leguizamo'],Ray Romano,Denis Leary,John Leguizamo,['Steve Martino' 'Michael Thurmeier'],Steve Martino,Michael Thurmeier,none,['Michael Berg' 'Jason Fuchs' 'Lori Forte'],Michael Berg,Jason Fuchs,Lori Forte,88,11,2,95000000,$,161321843,46629259,877244782,Ice Age: Continental Drift,7.2,5.1,151532.0,135.0,"Lori Forte,John C. Donkin"
160334,5.9,14A,2012-06-22,2012,6,4,['Action' 'Fantasy' 'Horror'],Action,Fantasy,Horror,"['vampire hunter' 'abraham lincoln character' 'vampire' 'president'
 'revenge' 'trailer']",vampire hunter,abraham lincoln character,vampire,['Benjamin Walker' 'Rufus Sewell' 'Dominic Cooper'],Benjamin Walker,Rufus Sewell,Dominic Cooper,['Timur Bekmambetov'],Timur Bekmambetov,none,none,['Seth Grahame-Smith'],Seth Grahame-Smith,none,none,105,1,0,69000000,$,37519139,16306974,116471580,Abraham Lincoln: Vampire Hunter,6.6,5.0,242701.0,193.0,"Tim Burton,Timur Bekmambetov,Jim Lemley"
145846,6.1,14A,2012-06-29,2012,6,4,['Comedy' 'Drama'],Comedy,Drama,none,"['large penis' 'male nudity' 'man wears a thong' 'man wrapped in a towel'
 'man wears underwear' 'trailer']",large penis,male nudity,man wears a thong,['Channing Tatum' 'Alex Pettyfer' 'Olivia Munn'],Channing Tatum,Alex Pettyfer,Olivia Munn,['Steven Soderbergh'],Steven Soderbergh,none,none,['Reid Carolin'],Reid Carolin,none,none,110,14,10,7000000,$,113781613,39127170,167282206,Magic Mike,7.0,6.8,145051.0,217.0,"Nick Wechsler,Gregory Jacobs,Channing Tatum,Reid Carolin"
133449,6.4,18A,2012-07-06,2012,7,4,['Action' 'Crime' 'Drama'],Action,Crime,Drama,"['marijuana' 'one female two males threesome' 'rear nudity'
 'woman on top sex' 'clothed female naked male scene' 'trailer']",marijuana,one female two males threesome,rear nudity,['Aaron Taylor-Johnson' 'Taylor Kitsch' 'Blake Lively'],Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively,['Oliver Stone'],Oliver Stone,none,none,['Shane Salerno' 'Don Winslow' 'Oliver Stone'],Shane Salerno,Don Winslow,Oliver Stone,131,7,0,45000000,$,47382068,16016910,82966152,Savages,7.4,7.5,135363.0,174.0,"Moritz Borman,Eric Kopeloff"
117901,6.7,PG,2012-06-22,2012,6,4,['Adventure' 'Comedy' 'Drama'],Adventure,Comedy,Drama,"['end of the world' 'title directed by female' 'long title' 'asteroid'
 'road trip' 'trailer']",end of the world,title directed by female,long title,['Steve Carell' 'Keira Knightley' 'Melanie Lynskey'],Steve Carell,Keira Knightley,Melanie Lynskey,['Lorene Scafaria'],Lorene Scafaria,none,none,['Lorene Scafaria'],Lorene Scafaria,none,none,101,3,0,10000000,$,7078738,3822803,11681781,Seeking a Friend for the End of the World,6.6,6.1,91207.0,176.0,"Steve Golin,Joy Gorman Wettels"
