Name,Worldwide Gross Revenue (sus),Domestic Opening,Domestic Gross,China Opening,China Gross,UK Opening,UK Gross,France Opening,France Gross,Germany Opening,Germany Gross,Italy Opening,Italy Gross,Spain Opening,Spain Gross,Japan Opening,Japan Gross,South Korea Opening,South Korea Gross,Australia Opening,Australia Gross,Russia/CIS Opening,Russia/CIS Gross,India Opening,India Gross
Amsterdam,32183184.3,6638242.88,15396408.07,0.0,0.0,722429.64,1974418.33,916652.62,1794479.39,465156.24,1061710.61,354702.13,1287021.05,205592.12,671239.67,350333.9,972274.68,0.0,0.0,643636.7,1919100.12,0.0,0.0,0.0,0.0
An Education,39473830.19,240527.48,19020685.71,0.0,0.0,992516.0,4430732.28,638405.13,638405.13,123112.7,434898.29,174574.03,811894.64,419224.83,1978977.1,35589.72,652578.1,7665.8,21270.04,400874.09,2255855.14,15417.83,175266.8,0.0,0.0
Analyze That,102322033.47,20527275.35,59772430.99,0.0,0.0,1684801.82,3191331.62,0.0,4218915.55,0.0,4023979.0,0.0,2496117.21,0.0,6509384.64,0.0,0.0,0.0,0.0,0.0,3336507.15,0.0,0.0,0.0,0.0
Anchorman 2: The Legend Continues,233370986.54,122124.37,171151388.89,0.0,0.0,0.0,31548676.22,0.0,2068390.79,0.0,938405.74,0.0,0.0,0.0,0.0,0.0,3078515.97,0.0,1740317.95,0.0,4819715.53,0.0,0.0,0.0,0.0
Anchorman: The Legend of Ron Burgundy,159059424.11,154582477.66,149553555.57,0.0,0.0,0.0,5216624.4,0.0,70561592.09,0.0,19195.63,0.0,0.0,0.0,18851.94,0.0,104486566.74,0.0,22861187.87,0.0,31244014.69,0.0,15695211.84,0.0,11514099.4
Andhadhun,72426044.26,323063.02,1383067.3,12401461.93,54615001.44,85147.52,85147.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63212.9,198953.46,46409.22,160553.66,6573.08,6573.08,2300711.56,15168099.65
Angel Has Fallen,165069347.21,24064489.23,77694363.88,2549880.73,10604012.77,2935351.74,10790980.04,1399600.59,4329776.12,993727.49,4599613.48,1165941.59,3673478.42,1049760.94,2487147.12,371650.89,534786.64,734698.39,1392366.95,1363773.4,4400835.12,465186.3,969292.69,0.0,571999.33
Angels &amp; Demons,735013959.27,69887949.76,201742934.2,0.0,0.0,11742961.59,46476043.65,8470215.07,26272355.47,16171925.65,71198201.87,11305859.46,40500816.59,10525726.18,33192395.98,8581083.36,51775310.99,5466776.07,14955395.11,5888899.02,21275165.9,10520879.85,20567220.97,0.0,0.0
Anger Management,353538730.06,76255546.1,244991444.86,0.0,0.0,5303569.78,16872136.68,0.0,1816211.01,0.0,17401863.68,0.0,2863547.82,0.0,8896268.19,0.0,0.0,0.0,0.0,0.0,12853112.94,472169.85,1771368.88,0.0,0.0
Anna,35596442.37,4052559.92,8715708.37,0.0,0.0,279708.07,752626.62,1784580.88,6064377.65,399452.08,1137340.16,0.0,0.0,93819.04,235472.2,95435.27,349181.23,572161.41,900705.31,0.0,0.0,1738959.51,4148248.43,11629.88,17712.13
Anna,34559652.79,3934524.19,8461852.79,0.0,0.0,271561.24,730705.45,1732602.8,5887745.3,387817.55,1104213.75,0.0,0.0,91086.44,228613.79,92655.6,339010.9,555496.51,874471.17,0.0,0.0,1688310.2,4027425.66,11291.15,17196.24
Anna Karenina,95414064.11,443909.96,17740849.3,0.0,0.0,1941097.31,12107492.24,995442.72,1705778.94,688063.9,5869990.46,1558435.55,4141809.08,1423601.48,4989530.51,314651.59,425381.99,446598.14,69692.02,1101164.97,4233322.16,0.0,11603523.14,0.0,0.0
Annabelle,336096160.39,17113699.96,109971831.83,0.0,0.0,0.0,15701720.09,0.0,1132112.55,0.0,6058270.66,0.0,4224668.99,0.0,6675000.41,0.0,336296.15,0.0,0.0,0.0,3465058.74,0.0,5807300.14,0.0,527848.6
Annabelle Comes Home,260276828.51,22813751.81,83459394.45,0.0,0.0,3146276.59,9341723.12,2680318.19,9116621.36,1447107.2,6077747.57,1322613.54,4502035.24,1580393.33,6415400.22,790827.51,4614586.12,1533933.45,3939280.84,1527063.34,4365727.12,2852409.62,6029239.27,2852692.12,5177340.53
Annabelle: Creation,366087121.7,41799477.09,121903427.06,0.0,0.0,3040904.92,12895764.8,0.0,12656954.34,1776532.5,7641934.7,1308229.97,5015019.65,2399679.74,7141130.06,0.0,832254.45,6472316.29,16331595.36,2161902.13,5470021.63,2800575.63,6806098.09,0.0,0.0
Annihilation,49930995.12,12835000.29,37945707.94,7002753.87,11985287.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another Earth,2764240.97,110838.65,1883706.73,0.0,0.0,203267.88,518490.78,56866.47,56866.47,37470.42,95896.68,8276.54,37132.52,70984.36,134306.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another Round,13924024.62,0.0,0.0,0.0,0.0,310106.09,973207.8,0.0,3920826.86,370697.8,793945.93,198941.88,890640.25,0.0,1276347.75,0.0,0.0,60594.99,290653.36,33605.73,521528.0,275653.5,1600825.39,0.0,0.0
Ant-Man,657848860.17,72491584.23,228274708.69,0.0,133479611.61,7933198.31,31910182.84,4299744.48,17180478.02,2134249.17,7495868.74,2204144.47,6702152.41,1155982.17,5253272.73,2115293.22,12250823.25,0.0,26755026.52,4996892.4,13809158.2,5965251.98,14567855.94,1203024.94,2064651.55
Ant-Man and the Wasp,721849986.08,87887123.77,251155267.51,77281919.92,140507581.41,5657976.23,26595144.19,4778932.32,17059646.58,2885477.22,10926032.95,1553713.6,6741198.45,2688885.21,7963126.65,3362582.26,13442094.74,24235772.2,49134675.84,5006783.0,17049284.99,6224479.85,15098693.91,4105303.66,7418340.87
Antichrist,11214133.0,107994.37,611270.78,0.0,0.0,246154.31,881836.78,0.0,1665216.08,203553.74,996199.16,260120.05,1070485.46,325444.27,1165079.8,0.0,0.0,12726.93,34458.31,17036.3,17036.3,6054.9,539964.28,0.0,0.0
Apocalypto,199454457.53,24801977.04,84074797.22,0.0,0.0,4335688.75,13345314.92,0.0,5751547.79,790666.11,3287889.14,5247774.7,14343307.62,3214582.04,10041103.91,24624.12,2418279.72,0.0,3039219.86,1421736.56,4405764.53,3809848.5,7838995.18,0.0,812491.96
Aquaman,1335516648.86,0.0,388477743.41,0.0,338276174.88,0.0,33155238.52,0.0,0.0,0.0,28634069.64,0.0,14490925.93,0.0,18664312.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7231516.9
Argo,321592830.29,26934573.54,188291108.53,0.0,0.0,2834162.1,16841176.19,3375794.82,12612229.59,592143.41,1813227.33,1480320.46,7395466.02,1256862.21,12514101.25,893790.12,6352520.54,531876.64,1164812.04,2807735.69,17614155.91,1121318.03,2427440.96,0.0,588329.85
Army of Thieves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army of the Dead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Around the World in 80 Days,126566129.29,34503296.72,42098413.55,0.0,0.0,0.0,13536396.89,0.0,4363557.73,0.0,16619851.36,0.0,3314755.95,0.0,5881511.81,0.0,0.0,0.0,1128968.57,0.0,6258727.78,0.0,2346997.71,0.0,19309.61
Arrival,250141814.5,135501.35,123659068.63,818489.67,19536411.07,0.0,14493005.81,0.0,3187054.55,0.0,7072309.72,0.0,3827507.67,0.0,6163900.29,0.0,0.0,0.0,390042.2,0.0,81347.55,0.0,788129.0,0.0,12707.06
Assassin's Creed,296028002.56,12640920.31,67210083.04,21012381.46,27507026.81,0.0,12358436.73,5242646.05,18272382.37,6486993.07,13020290.89,3475324.68,7585757.46,2057667.53,8836433.41,2291644.88,6480489.5,2634233.63,2979942.56,1126949.41,9027514.0,11577793.97,20100309.46,1277131.77,2128797.28
Assault on Precinct 13,60086472.61,11917031.43,34118282.22,0.0,0.0,2400549.79,6460847.53,0.0,4227328.56,0.0,0.0,251532.78,298109.65,852154.57,3516121.83,0.0,0.0,583119.07,647392.73,0.0,1870156.77,403391.51,1143674.1,0.0,0.0
Atomic Blonde,119421976.24,21834941.8,61718019.88,0.0,0.0,2617673.09,6093399.32,1599705.3,4493411.03,1266804.71,3368333.17,723076.28,2639531.41,699603.6,2636493.74,625947.29,2837187.66,589246.9,1321241.55,1659167.91,4639793.49,1900792.75,3991318.01,0.0,243616.52
Atonement,207434080.44,1258322.53,81722992.34,0.0,3427786.14,5315618.96,24040869.4,1594194.01,4318265.03,1638772.75,7018390.62,848188.45,2354659.57,2580934.42,9848102.67,117512.65,2281448.05,971969.09,2696502.16,2723652.19,15719123.37,465281.42,1698546.46,0.0,0.0
Attack the Block,8848303.43,198902.2,1460228.66,0.0,0.0,2619182.63,5788797.36,172653.94,172653.94,105109.94,308749.95,192176.88,328485.33,44334.03,89944.13,0.0,0.0,0.0,0.0,94979.91,208658.68,0.0,0.0,0.0,0.0
August Rush,106106440.89,15118531.5,50811684.65,0.0,351411.45,1189925.13,2509334.02,452053.83,927435.27,687754.71,2185943.95,963579.68,2347183.25,264462.04,441053.56,2030438.27,10810438.71,3490750.01,20828264.76,316366.27,1050866.08,0.0,0.0,0.0,10782.02
August: Osage County,96799735.53,233948.44,49240587.28,0.0,0.0,1155499.3,4132512.86,2003518.37,5437197.32,505054.21,2251885.86,1021966.21,2638996.4,1303508.86,5689980.16,0.0,0.0,290018.46,389872.75,1682361.5,4477419.21,543657.23,1385392.51,0.0,0.0
Austin Powers in Goldmember,552393639.63,135933934.38,396815508.01,0.0,0.0,16269868.44,67507457.69,0.0,8004944.28,0.0,8631052.46,0.0,1100535.39,0.0,4599998.76,2528149.62,14901268.33,0.0,350581.81,0.0,19555343.99,0.0,0.0,0.0,153505.93
Australia,329958041.38,18794465.15,77203520.48,0.0,3743772.33,0.0,17777777.68,0.0,17715491.7,0.0,25300206.79,0.0,11452859.96,0.0,23690991.59,0.0,9473063.52,0.0,6939605.97,0.0,3545383.88,0.0,14559306.78,0.0,0.0
Avatar,4422367693.42,26038300.36,1187718198.01,0.0,396488713.04,0.0,232699693.83,0.0,4291986.96,0.0,252187309.94,0.0,146168950.75,0.0,170546627.25,0.0,0.0,0.0,1790662.71,0.0,4550140.65,0.0,1070335.72,0.0,0.0
Avatar: The Way of Water,2389857789.43,138123232.78,704598040.01,58502862.88,253376160.16,13998041.96,96120467.26,14340075.09,161812566.37,17343064.81,152650339.39,9260865.96,49465915.83,8206414.79,56169903.61,4869020.12,33501103.29,19844467.19,111287300.69,10151408.08,65755957.05,0.0,0.0,19728107.06,61341028.91
Avengers: Age of Ultron,1779834827.02,98915.74,581454900.76,0.0,304164164.24,0.0,79774038.94,0.0,2656343.39,0.0,39515539.78,0.0,22953933.41,0.0,17278909.86,0.0,0.0,0.0,681543.84,0.0,823490.49,0.0,637890.94,0.0,0.0
Avengers: Endgame,3150793370.11,401936086.56,966106373.77,198046027.13,711434454.2,63007338.3,129434102.92,28105613.99,69997217.34,30510910.73,71233699.07,22026853.45,38431366.08,15127506.96,36766837.6,14830049.61,62245287.8,0.0,118722344.07,27024033.78,66532216.92,17345791.41,51780974.31,30115618.53,70545176.94
Avengers: Infinity War,2379311544.42,0.0,786933189.52,0.0,416809055.86,0.0,112032748.51,0.0,0.0,0.0,52628887.88,0.0,26474973.84,0.0,28760876.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babel,223680170.89,127390566.87,56697362.92,0.0,2992855.83,0.0,8484787.54,0.0,54836580.44,0.0,13036862.15,0.0,5574441.86,0.0,23108846.21,0.0,131142949.16,0.0,36294896.03,0.0,34117611.42,0.0,21955877.55,0.0,5188468.88
Baby Driver,270984302.32,24541738.95,128749718.15,11407156.52,19792866.39,5415233.74,18573200.48,2143180.59,8258594.65,1368835.28,4791048.87,1212572.05,2618391.91,1007558.04,3669682.12,472197.53,3976672.96,3046838.17,7061298.11,4186056.0,11299886.44,3154473.63,6953551.61,368239.76,924977.39
Babylon,65251998.65,3711469.04,15811998.65,0.0,0.0,1690086.83,4983454.15,3448622.31,13391535.73,0.0,2704123.89,0.0,2707425.04,733788.48,2551167.86,0.0,2336855.76,552701.09,1631854.75,0.0,2892020.61,0.0,0.0,0.0,0.0
Babylon A.D.,112343784.04,14776739.82,35105012.99,0.0,1914131.23,1523047.13,3366804.98,4878020.91,12543416.9,2430250.0,5321081.91,2289620.07,5256689.56,2387270.36,4006118.47,0.0,0.0,1068359.02,1865933.95,872586.39,1883426.81,4684792.44,8898098.76,0.0,1016735.77
Bad Boys for Life,466053795.76,68299923.14,225435310.36,3496726.4,3496726.4,5391281.17,21950459.58,4954135.74,14885979.52,5146651.29,21795057.41,1048870.4,1779918.97,2355511.82,7974668.1,906729.57,3519681.32,2940322.92,4579232.03,4337891.25,16295686.95,5564986.52,10248863.55,885993.98,1431478.93
Bad Grandpa,204042183.33,43079477.41,137083527.98,0.0,0.0,4223392.96,14101980.66,481877.34,481877.34,3935561.01,12444848.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4292399.03,11505252.0,2820383.23,5275520.9,0.0,0.0
Bad Moms,226218170.32,29292324.01,139292189.65,0.0,0.0,2378077.96,13612459.17,967423.7,3042725.16,2250148.94,14427312.1,773658.3,1885172.8,442011.75,1971406.63,0.0,0.0,0.0,0.0,3054026.47,14743224.88,738402.74,1510768.45,0.0,322226.95
Bad Santa,138150748.74,156826.44,108475633.16,0.0,0.0,0.0,8581419.66,0.0,3545586.0,0.0,1972083.83,0.0,4095808.75,0.0,413043.19,0.0,0.0,0.0,0.0,0.0,3828226.15,0.0,829391.56,0.0,0.0
Bad Teacher,308245927.93,45058472.44,142993631.31,0.0,0.0,4523634.18,17929808.59,4172983.97,12969279.93,7577940.5,26760808.99,1482804.15,3960086.51,2583012.5,8633148.98,0.0,134732.98,0.0,0.0,4528888.11,12471104.81,8364045.17,19149132.13,134965.38,330976.13
Bad Times at the El Royale,36960815.35,8268692.75,20680423.53,0.0,0.0,745783.04,1494327.47,609118.54,1220286.67,344718.26,692421.65,430475.56,650793.28,333950.92,755705.27,0.0,0.0,0.0,0.0,1004213.05,2313031.16,1041904.53,3011724.49,0.0,0.0
Barbarian,46712907.11,10860266.44,42068232.32,0.0,0.0,455558.7,1382350.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260240.83,889516.24,0.0,0.0,0.0,0.0
Batman Begins,638921333.52,17401768.53,352171225.81,0.0,1785852.28,0.0,36282180.2,0.0,4101525.57,0.0,11977060.92,0.0,14243920.34,0.0,14778400.9,0.0,4726075.05,0.0,966214.18,0.0,1873262.0,0.0,1436513.02,0.0,0.0
Batman v Superman: Dawn of Justice,1075355960.31,26762553.41,406301368.78,0.0,117784239.12,0.0,65340933.04,0.0,4179990.75,0.0,23267076.01,0.0,14880181.17,0.0,14016129.6,0.0,0.0,0.0,0.0,0.0,6949404.74,0.0,824274.99,0.0,0.0
Battle: Los Angeles,302003750.01,50718858.65,119125785.27,0.0,35916114.38,4112131.07,11110864.77,2713068.99,5271177.72,1903781.44,4202568.51,736572.31,1465267.3,3877532.1,7345755.34,3217543.11,13099493.24,4378648.56,12792802.09,3652214.83,8399990.03,6429326.14,11853730.39,2344361.52,6352587.41
Battleship,419458140.03,35346169.65,90560213.44,0.0,66898238.69,8347468.71,16910729.79,5513950.28,12345436.5,5910693.85,13214534.66,3871001.71,7956394.95,3892040.68,7308846.2,4927169.39,25094230.45,6211645.68,20143414.2,5661307.51,14111260.74,15496863.62,30451266.75,0.0,2478653.46
Baywatch,212370261.98,22094589.66,69326898.43,0.0,0.0,7128058.77,14711297.44,3157799.06,12487967.29,5271375.51,21955308.24,931781.1,2804130.32,728897.28,3118150.56,0.0,0.0,0.0,0.0,3093898.16,8973430.77,2094835.8,4793852.5,1871782.05,2624633.22
Be Kind Rewind,47641718.17,6387666.41,17410541.39,0.0,0.0,4253070.32,11919232.84,1686094.66,7070771.24,702390.91,1794591.51,143848.69,343443.01,161626.66,874823.63,0.0,1109670.08,108914.39,338032.19,301018.0,1434634.04,41466.86,238224.12,0.0,42080.7
Beasts of No Nation,114993.59,64609.07,114993.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beasts of the Southern Wild,29218056.95,33705838.67,17712305.01,0.0,0.0,0.0,1621563.54,0.0,1357646.89,0.0,943425.98,0.0,1049034.72,0.0,569747.89,0.0,0.0,0.0,352510.38,0.0,7721432.33,0.0,2618292.21,0.0,0.0
Beautiful Boy,36807551.2,14330142.73,8868415.37,0.0,0.0,0.0,1513979.48,0.0,3414616.28,0.0,17939268.97,0.0,188625.48,0.0,134751.7,0.0,0.0,0.0,0.0,0.0,2512015.92,0.0,1159728.51,0.0,0.0
Beautiful Boy,45268645.28,17624268.03,10907032.29,0.0,0.0,0.0,1862003.8,0.0,4199547.33,0.0,22063038.07,0.0,231985.55,0.0,165727.59,0.0,0.0,0.0,0.0,0.0,3089462.73,0.0,1426319.79,0.0,0.0
Beautiful Creatures,80705051.87,10190373.62,26142046.87,0.0,0.0,2339242.35,5053266.7,4318671.25,9011164.94,526166.11,1023467.58,768624.75,1094142.8,677070.45,1108823.74,0.0,0.0,413367.18,491830.39,1599600.5,3901557.24,3021817.48,5527251.22,0.0,0.0
Beauty and the Beast,1511808674.49,48120651.44,602376893.62,4058860.78,102405509.5,0.0,108125158.51,0.0,4497271.41,0.0,42214281.3,0.0,27092443.61,0.0,28748272.95,0.0,2283371.88,0.0,603164.77,0.0,3463669.89,0.0,1679607.69,0.0,143713.75
Beauty and the Beast,1651994157.45,52582735.08,658233495.84,4435226.76,111901265.17,0.0,118151280.08,0.0,4914289.89,0.0,46128684.97,0.0,29604644.63,0.0,31414014.05,0.0,2495102.1,0.0,659094.43,0.0,3784845.6,0.0,1835352.68,0.0,157039.89
Beauty and the Beast,507433562.61,125754.01,261458789.53,0.0,0.0,0.0,4656654.7,0.0,0.0,0.0,31705977.5,0.0,37276914.46,0.0,25363039.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty and the Beast,554486354.57,137414.8,285703078.7,0.0,0.0,0.0,5088452.32,0.0,0.0,0.0,34645977.68,0.0,40733490.91,0.0,27714877.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bedtime Stories,331652101.93,42766666.74,171535289.55,0.0,0.0,3519216.26,20076345.16,1769695.19,4607972.18,4709425.46,13824256.19,783007.94,1401781.18,3175637.7,10521225.05,1101052.96,3977021.87,433395.38,1479117.13,2780434.34,16557122.67,4939445.33,13315269.79,0.0,0.0
Bee Movie,471004344.95,61012614.13,203206025.59,0.0,0.0,7385446.36,29553233.4,4793843.85,18740329.86,3695804.21,15285947.31,1706563.58,15398589.68,4432626.04,17865220.86,1153965.26,3501780.76,2928561.97,12569487.42,3540856.97,21908182.45,4734052.49,12372803.36,0.0,300429.93
Before I Go to Sleep,23055049.89,2405149.73,4230670.94,0.0,0.0,1683516.22,6942510.22,890743.86,1601362.48,479724.65,1005047.21,0.0,0.0,138633.46,221808.83,0.0,0.0,262292.03,343391.51,477249.5,1212029.91,863228.81,1707760.21,0.0,0.0
Before Midnight,28022142.88,331831.77,10905380.14,0.0,0.0,491665.09,1669008.41,283746.44,283746.44,182603.29,1135606.65,190728.61,191608.88,390270.63,2021373.87,0.0,0.0,406916.38,1822010.6,389328.54,1144335.39,17871.4,78066.76,0.0,0.0
Before Sunset,27792648.35,69881138.81,10206543.25,0.0,0.0,0.0,2995463.54,0.0,1383765.27,0.0,2842459.61,0.0,305693.97,0.0,1746930.41,0.0,777390.61,0.0,2943947.28,0.0,19315377.69,0.0,3488393.38,0.0,449043.09
Before the Devil Knows You're Dead,40179387.62,145094.35,11368104.68,0.0,0.0,0.0,1441180.43,0.0,157821.27,0.0,1670695.18,0.0,7460102.11,0.0,5810479.94,0.0,627985.82,0.0,157437.75,0.0,2244767.67,0.0,0.0,0.0,0.0
Begin Again,109786375.28,52545960.05,21099007.0,0.0,4201369.65,0.0,3431721.79,0.0,6093953.59,0.0,2627122.97,0.0,1738548.94,0.0,3100002.78,0.0,470886.12,0.0,4951847.79,0.0,1713544.27,0.0,13001352.37,0.0,731001.79
Beginners,20405063.51,201517.04,8256430.17,0.0,0.0,339623.37,1626027.54,535624.15,535624.15,367318.78,2015588.19,0.0,0.0,190763.96,1005438.02,0.0,0.0,35227.7,158392.05,214739.55,879289.55,0.0,0.0,0.0,0.0
Belfast,52152086.09,1887776.07,9814247.98,0.0,0.0,3339681.37,20267394.35,519483.48,1942114.31,309445.43,2138529.33,536124.75,2319562.37,393667.1,2417741.24,13252.76,1002875.14,35956.02,117168.98,455027.44,4146942.46,0.0,0.0,0.0,0.0
Bend It Like Beckham,142472200.1,15919712.64,60540401.52,0.0,0.0,0.0,30865373.17,0.0,5483326.15,0.0,5145159.94,0.0,5068020.96,0.0,1057543.98,0.0,11818663.49,0.0,3507577.97,0.0,9801994.41,0.0,0.0,0.0,73364.44
Beowulf,315154307.2,44154895.37,132036174.93,0.0,0.0,7251665.19,23774740.07,3012709.57,5841131.44,3355736.43,9245528.99,3347364.68,8140524.92,4861167.71,11505642.47,2799541.97,11470637.4,4679508.52,11612541.59,3155985.78,10970113.42,6632030.26,14593001.37,0.0,2472497.98
Big Eyes,38179773.18,33203142.53,18895765.7,0.0,0.0,0.0,275374.99,0.0,21809891.79,0.0,1038228.9,0.0,3963491.23,0.0,651346.69,0.0,0.0,0.0,14417502.3,0.0,15899000.49,0.0,19494879.7,0.0,2069472.04
Big Fish,216064252.33,905933.12,117151201.08,0.0,0.0,0.0,20081072.41,0.0,1520384.44,0.0,4798032.69,0.0,7525769.17,0.0,5711588.3,0.0,0.0,0.0,0.0,0.0,3535457.48,0.0,0.0,0.0,0.0
Big Hero 6,858370724.75,33203142.53,290348342.63,0.0,109295303.02,0.0,41185609.17,0.0,21809891.79,0.0,19209001.29,0.0,15848375.29,0.0,24087231.16,0.0,0.0,0.0,14417502.3,0.0,15899000.49,0.0,19494879.7,0.0,2069472.04
Bird Box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birdman or (The Unexpected Virtue of Ignorance),134672286.82,553741.82,55244876.86,0.0,0.0,3049785.97,11435264.43,2033618.18,5420005.62,815010.91,5558847.84,1212373.06,6552075.12,980008.61,4889159.96,0.0,806557.29,953678.29,1882508.48,1566493.72,5915541.52,709144.23,2312312.51,197079.47,505632.23
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,224416393.79,0.0,91977881.39,0.0,0.0,0.0,12566360.5,0.0,0.0,0.0,5045913.88,0.0,2941115.15,0.0,3824544.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BlacKkKlansman,108292091.03,97866484.24,57123624.16,11276646.12,0.0,0.0,9651117.81,0.0,13134229.8,0.0,3587974.13,0.0,1771053.14,0.0,1222714.19,0.0,21932779.2,0.0,2112744.54,0.0,14998221.95,0.0,7004481.18,0.0,348676.02
Black Adam,405049674.33,69014452.69,173196674.33,0.0,0.0,6583760.0,25014153.58,3956903.62,15873186.83,2725299.66,10891765.9,2019407.7,5471573.21,2211020.66,7371530.78,882743.99,2802615.58,2411842.85,6214736.75,4906930.3,13572580.89,0.0,0.0,3605000.0,7416000.0
Black Mass,126646197.76,28673387.66,79268996.71,0.0,0.0,2424076.03,5983764.56,1307603.15,2655302.1,944079.4,2630743.23,1540745.85,3071648.89,650239.42,2044637.85,1210104.92,4191170.89,0.0,0.0,1049584.88,2449469.7,1296758.33,2677832.88,178961.68,436919.14
Black Mirror: Bandersnatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Panther,1564934310.24,0.0,811986358.91,0.0,121796184.9,0.0,82019587.88,0.0,0.0,0.0,27118300.23,0.0,10379464.2,0.0,11264449.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Panther: Wakanda Forever,884985101.08,186779953.83,467443931.8,6145544.44,16055064.23,15065403.15,42180408.59,11899350.01,34164726.11,5841872.63,18421154.48,3614412.14,9058953.0,3022034.42,8096083.25,3654414.25,9221632.23,6702615.82,17222249.93,6465695.22,20415652.66,0.0,0.0,6619668.89,11385138.99
Black Swan,483732135.7,2120282.19,157066550.45,0.0,0.0,6492829.58,38203155.6,7356481.6,35133927.48,3996586.6,32807306.03,2210688.06,11934798.45,4320103.11,21240196.11,4845780.9,40242910.75,2788357.83,13923987.58,3234323.62,21791040.16,1962079.99,6614863.26,0.0,0.0
Black Widow,402878530.79,1030064.94,194836040.79,0.0,0.0,0.0,27345394.51,0.0,58818.42,0.0,8982290.2,0.0,6128009.83,0.0,7775785.92,0.0,0.0,0.0,91972.6,0.0,235559.05,0.0,0.0,0.0,0.0
Blade II,288364321.09,60511691.59,153192130.83,0.0,0.0,6808127.49,24491992.81,0.0,11635294.25,0.0,19246843.9,0.0,5989460.21,0.0,15785313.79,1066056.69,4812243.48,3331274.14,6955472.12,0.0,6191770.97,0.0,3384043.25,0.0,0.0
Blade Runner 2049,319630138.55,6668404.76,109938394.98,1276210.26,13912577.95,0.0,29922868.16,0.0,2558523.32,0.0,14940634.29,0.0,7801292.92,0.0,10091424.33,0.0,1638263.63,0.0,632127.7,0.0,4037090.81,0.0,1078623.26,0.0,239448.08
Blade: Trinity,231424053.54,28231447.45,91904594.42,0.0,0.0,6234599.54,22640472.31,0.0,8140218.74,7980498.88,18207309.16,2345170.56,4152675.83,5764207.51,13990775.9,1564879.65,5361032.63,0.0,9862973.55,0.0,9267528.49,1409603.19,3928982.82,0.0,0.0
Blades of Glory,233822332.07,52978102.53,190309434.82,0.0,0.0,3228446.3,19070180.48,15443.69,20232.14,686332.94,1717860.71,0.0,10676.11,99331.33,169612.66,0.0,1095892.54,0.0,0.0,2741055.23,10792961.85,213634.57,677592.11,0.0,0.0
Blended,167019067.56,353433.05,60419098.44,0.0,0.0,0.0,4317563.62,0.0,1361858.32,0.0,3641096.13,0.0,1223626.73,0.0,3477078.31,0.0,0.0,0.0,218617.36,0.0,453462.18,0.0,437480.01,0.0,72455.36
Blitz,16959524.13,0.0,0.0,0.0,0.0,616062.72,1834567.88,1383927.64,3258532.31,0.0,0.0,0.0,0.0,640428.98,2070207.66,0.0,0.0,314019.56,599176.01,0.0,0.0,2028946.14,3633980.77,0.0,0.0
Blockers,108993928.3,32594770.08,69917552.54,73650135.67,0.0,0.0,6564675.79,0.0,6807052.17,0.0,4371397.64,0.0,82135.73,0.0,946179.79,0.0,9627484.85,0.0,9910798.68,0.0,5278506.41,0.0,12405219.14,0.0,2480350.35
Blood Diamond,283827653.25,14294361.85,94836952.61,0.0,0.0,4762997.8,24855821.86,0.0,15172418.97,2712228.75,11862142.01,2572389.58,9423434.75,3844584.75,15885882.22,2069950.34,13251137.31,0.0,4865249.57,2477562.4,11308471.11,864130.23,2064666.19,0.0,0.0
