Name,Estimated Budget,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
American Satan,0.0,283835.78,161648.41,283835.78
American Sicario,0.0,0.0,0.0,0.0
American Sniper,74486080.79,443570970.26,802443.11,693758061.34
American Son,0.0,0.0,0.0,0.0
American Splendor,0.0,10856516.57,288444.99,14423756.03
American Teen,0.0,1468292.37,71026.18,1760923.83
American Ultra,35469562.28,18293407.74,6909323.79,34535159.73
American Underdog,0.0,28129566.17,6218821.81,28129566.17
American Utopia,0.0,0.0,0.0,300832.11
American Virgin,5874134.85,0.0,0.0,0.0
American Wedding,99336117.91,188856227.15,60268920.48,420323507.47
American Woman,0.0,266337.03,124427.25,276217.87
American: The Bill Hicks Story,0.0,131503.63,8372.07,131503.63
Amityville: The Awakening,0.0,885.99,885.99,10127948.0
Ammonite,0.0,175852.56,95670.43,1212147.86
Amour,12319681.45,9329033.1,94496.11,41062107.33
Amour &amp; turbulences,0.0,11322.5,6634.92,4331395.45
Amsterdam,82400000.0,15396408.07,6638242.88,32183184.3
Amundsen: The Greatest Expedition,79567500.0,0.0,0.0,3463831.07
Amusement,15579674.17,0.0,0.0,265251.74
Amy,0.0,10657519.11,281856.34,30030540.52
An American Carol,31159348.33,10926323.06,5935855.86,10926323.06
An American Crime,3209412.88,0.0,0.0,2097150.73
An American Haunting,23139866.85,26938186.74,10545167.89,48944350.53
An American Pickle,0.0,0.0,0.0,545979.95
An Easy Girl,0.0,0.0,0.0,704352.16
An Education,11344422.94,19020685.71,240527.48,39473830.19
An Evening with Beverly Luff Linn,0.0,7768.3,6042.14,27260.33
An Honest Liar,0.0,235628.99,18033.27,235628.99
An Inconvenient Sequel: Truth to Power,1194052.3,4175356.1,149045.19,6488391.82
An Interview with God,0.0,1392791.29,0.0,2610447.56
An Invisible Sign,0.0,1823.55,0.0,72910.56
An Unfinished Life,51072991.84,14617757.62,1275122.36,31696382.23
Anacondas: The Hunt for the Blood Orchid,35070121.06,56531146.63,22466422.81,124486476.37
Analyze That,111617674.3,59772430.99,20527275.35,102322033.47
Anamorph,0.0,10827.87,4860.86,1051377.17
Anchorman 2: The Legend Continues,67195818.97,171151388.89,35254185.63,233370986.54
Anchorman: The Legend of Ron Burgundy,45591157.38,149553555.57,49828268.03,159059424.11
And So It Goes,23485917.31,19781406.59,6057186.39,33166221.36
And Soon the Darkness,0.0,0.0,0.0,211564.57
And When Did You Last See Your Father?,12837651.51,1728706.92,62920.54,4416907.94
And While We Were Here,0.0,10415.35,10415.35,10415.35
Andhadhun,5216733.33,1383067.3,323063.02,72426044.26
Andover,0.0,0.0,0.0,0.0
Anesthesia,0.0,39556.43,8297.96,96262.23
Angel,23213714.51,0.0,0.0,4418244.47
Angel Has Fallen,45020352.4,77694363.88,24064489.23,165069347.21
Angel of Mine,0.0,0.0,0.0,259084.25
Angels &amp; Demons,226888458.73,201742934.2,69887949.76,735013959.27
Angels Apocalypse,633385.04,0.0,0.0,0.0
Anger Management,135458342.6,244991444.86,76255546.1,353538730.06
Angry Video Game Nerd: The Movie,425260.81,0.0,0.0,0.0
"Angus, Thongs and Perfect Snogging",0.0,0.0,0.0,23252660.58
Aniara,0.0,45159.92,21718.94,45159.92
Animal,0.0,0.0,0.0,0.0
Animal Kingdom,7342668.57,1533206.47,91002.1,10587998.84
Animal World,0.0,0.0,0.0,86856094.39
Animals United,0.0,0.0,0.0,76192877.45
Anna,34541865.38,8715708.37,4052559.92,35596442.37
Anna,33535791.63,8461852.79,3934524.19,34559652.79
Anna,7878561.67,4826.18,2859.92,1414924.4
Anna,7649089.0,4685.61,2776.62,1373713.01
Anna Karenina,56199895.15,17740849.3,443909.96,95414064.11
Anna and the Apocalypse,0.0,632496.46,60963.91,780797.75
Annabelle,8481025.69,109971831.83,48451780.13,336096160.39
Annabelle Comes Home,33765264.3,83459394.45,22813751.81,260276828.51
Annabelle: Creation,17910784.45,121903427.06,41799477.09,366087121.7
Annapolis,42974038.44,28309961.02,12695805.3,28919861.8
Annette,17570837.98,0.0,0.0,3912876.09
Annie,84810256.95,112094710.85,20696232.65,178562784.74
Annihilation,46370962.97,37945707.94,12835000.29,49930995.12
Anomalisa,9838990.92,4623447.6,166306.0,6960207.95
Anon,23185481.49,0.0,0.0,1388510.09
Anonymous,42772826.61,6363587.16,1456796.85,21949712.89
Another Earth,142576.09,1883706.73,110838.65,2764240.97
Another Gay Movie,802353.22,1049689.83,53462.4,1196031.04
Another Happy Day,5703043.55,12067.64,12067.64,940912.36
Another Me,0.0,0.0,0.0,639187.51
Another Round,0.0,0.0,0.0,13924024.62
Another Year,11748269.71,4707687.34,164283.4,28963546.79
Ant-Man,164680110.58,228274708.69,72491584.23,657848860.17
Ant-Man and the Wasp,187802400.04,251155267.51,87887123.77,721849986.08
Antebellum,0.0,0.0,0.0,8515311.18
Anthony Zimmer,0.0,0.0,0.0,10736450.28
Anthropoid,0.0,3646385.38,1517072.78,6246798.7
Anti Matter,0.0,0.0,0.0,23055.52
Antichrist,16638486.97,611270.78,107994.37,11214133.0
Antigang,0.0,0.0,0.0,3872106.97
Antiviral,4300532.41,0.0,0.0,83064.78
Antlers,0.0,11266407.9,4531470.97,20016699.43
Antwone Fisher,22576390.43,38069474.49,379306.84,42204459.6
Anvil: The Story of Anvil,0.0,1010275.32,52412.75,1439047.61
Any Day Now,0.0,270658.04,54413.83,3084507.15
Anything Else,32510002.22,5801789.18,3021849.86,24536156.58
Anything for Jackson,0.0,0.0,0.0,542001.33
Apartment 1303 3D,5000000.0,0.0,0.0,3377891.0
Apartment 143,0.0,530.16,354.36,5736676.28
Apex,0.0,0.0,0.0,12713.83
Apocalypto,66113905.29,84074797.22,24801977.04,199454457.53
Apollo 10 1/2: A Space Age Childhood,0.0,0.0,0.0,0.0
Apollo 11,0.0,10174476.96,1808737.68,17267953.47
Apollo 18,7128804.43,25218443.67,12410209.14,37406480.77
Apostle,0.0,0.0,0.0,0.0
Appaloosa,31159348.33,31488693.3,387695.52,43174957.03
Appleseed Alpha,0.0,0.0,0.0,0.0
Approaching the Unknown,0.0,12584.07,7964.66,12584.07
Aqua Teen Hunger Force Colon Movie Film for Theaters,1203529.83,8858570.08,4955333.48,8858570.08
Aquaman,185483851.89,388477743.41,78684014.39,1335516648.86
Aquamarine,19834171.59,30738572.69,12367711.74,37998895.99
Ararat,28834565.86,2894542.08,392763.99,5103413.07
Arbitrage,16610806.45,10962542.57,2771464.61,49119616.42
Archive,0.0,152537.04,57523.33,265837.53
Arctic,2251017.62,2713371.01,57263.64,4688617.59
Are All Men Pedophiles?,5375.67,0.0,0.0,0.0
Are We Done Yet?,44931780.29,79693786.49,22887485.04,93695708.69
Are We There Yet?,54477857.96,140747628.47,31623058.43,166699969.2
Are You Here,0.0,0.0,0.0,775551.96
Area 51,6333850.41,9571.71,9571.71,9571.71
"Argentina, 1985",0.0,0.0,0.0,933069.79
Argo,61598407.25,188291108.53,26934573.54,321592830.29
Arizona,0.0,0.0,0.0,0.0
Arkansas,0.0,0.0,0.0,140700.62
Armageddon Time,15450000.0,1915851.5,72383.25,6720632.58
Armored,30251794.5,24184609.55,9848665.31,34702167.75
Army of One,0.0,0.0,0.0,0.0
Army of One,0.0,0.0,0.0,0.0
Army of One,0.0,0.0,0.0,406706.43
Army of One,0.0,0.0,0.0,457751.67
Army of Thieves,0.0,0.0,0.0,0.0
Army of the Dead,74263000.0,0.0,0.0,0.0
Arn: Riket vid vägens slut,327173157.49,0.0,0.0,13690071.57
Arn: The Knight Templar,40117660.98,0.0,0.0,34160294.23
Around the Bend,0.0,329654.03,30437.8,986304.59
Around the World in 80 Days,192885665.84,42098413.55,13284793.32,126566129.29
Arrival,57804071.67,123659068.63,29608041.24,250141814.5
Arsenal,11940522.97,0.0,0.0,49000.32
Art School Confidential,0.0,5449665.08,224345.97,5465353.91
Artemis Fowl,0.0,0.0,0.0,0.0
Arthur,57030435.47,47100576.92,17426727.43,68647456.76
Arthur 3: The War of the Two Worlds,95454691.37,0.0,0.0,49762702.57
Arthur Christmas,142576088.68,66244371.01,17207409.77,215656542.58
Arthur Newman,0.0,279337.05,151577.64,1004093.68
Arthur and the Invisibles,138004753.76,24283642.23,0.0,174280120.08
Arthur and the Revenge of Maltazard,98318332.12,0.0,0.0,79225836.21
"As Above, So Below",6523865.92,27819199.53,11263872.04,54667920.51
As Cool as I Am,0.0,4346.23,0.0,4346.23
As I Lay Dying,6719581.9,22439.37,9599.59,96438.1
As It Is in Heaven,43837651.33,17948.89,4211.92,32139081.34
Asako I &amp; II,0.0,29629.89,6596.27,748094.63
Ash and Bone,0.0,0.0,0.0,0.0
Ashby,15201240.98,5866.41,5866.41,155710.11
Ashes and Snow: A Novel in Letters,0.0,0.0,0.0,0.0
Ashes in the Snow,5796370.37,0.0,0.0,1805189.13
Ask Me Anything,978500.0,0.0,0.0,0.0
Ask the Dust,0.0,1229465.75,113681.21,4066099.39
Assassin's Creed,153734233.18,67210083.04,12640920.31,296028002.56
Assassination,0.0,2412794.17,364449.75,121761652.67
Assassination Games,11073870.97,0.0,0.0,153350.97
Assassination Nation,8114918.52,2324509.14,1217262.12,2996709.57
Assassination of a High School President,16888137.7,0.0,0.0,102157.08
Assault on Precinct 13,51072991.84,34118282.22,11917031.43,60086472.61
Assault on Wall Street,0.0,0.0,0.0,0.0
Assimilate,0.0,0.0,0.0,0.0
Asterix and the Vikings,0.0,0.0,0.0,37191709.67
Astral,73158.07,0.0,0.0,766076.45
Astro Boy,98318332.12,29572743.05,10138772.46,60332645.18
Asylum,0.0,639098.48,61750.65,4746439.56
Asylum of Fear,0.0,0.0,0.0,0.0
At Any Price,0.0,511486.51,21630.33,655784.16
At Eternity's Gate,0.0,2582947.05,104510.25,12965485.57
At Middleton,3359790.95,72352.43,45381.37,111535.65
At the Devil's Door,0.0,0.0,0.0,97367.39
Atari: Game Over,0.0,0.0,0.0,0.0
Athlete A,0.0,0.0,0.0,0.0
Atlantics,2431099.03,0.0,0.0,459132.19
Atlas Shrugged II: The Strike,13842338.71,4617877.56,2424585.29,4617877.56
Atlas Shrugged: Part I,27684677.41,6405369.21,2321360.2,6405369.21
Atomic Blonde,35821568.9,61718019.88,21834941.8,119421976.24
Atonement,48141193.17,81722992.34,1258322.53,207434080.44
Attack of the Jurassic Shark,0.0,0.0,0.0,0.0
Attack of the Unknown,0.0,0.0,0.0,0.0
Attack the Block,18534891.53,1460228.66,198902.2,8848303.43
Attenberg,0.0,35297.68,5871.2,197522.19
Au-delà des montagnes,0.0,105031.71,7030.57,6607042.04
Audacity,0.0,0.0,0.0,0.0
Audrie &amp; Daisy,0.0,0.0,0.0,0.0
August,5142805.06,19113.08,12239.88,19113.08
August Rush,48141193.17,50811684.65,15118531.5,106106440.89
August: Osage County,32619329.6,49240587.28,233948.44,96799735.53
Austenland,6585190.26,2901570.56,54646.33,3109162.64
Austin Powers in Goldmember,117198558.02,396815508.01,135933934.38,552393639.63
Australia,202535764.16,77203520.48,23059044.18,329958041.38
Auto Focus,13022062.0,3838152.32,230231.92,5032005.66
Autopsy,3025179.45,0.0,0.0,175157.89
Autumn Lights,0.0,255198.83,114378.27,0.0
Autómata,9133412.29,0.0,0.0,8139162.07
Ava,0.0,543901.59,186144.95,3599205.62
Avatar,358483764.79,1187718198.01,116507951.11,4422367693.42
Avatar: The Way of Water,360500000.0,704598040.01,138123232.78,2389857789.43
Avengement,2251017.62,0.0,0.0,44067.05
Avengers: Age of Ultron,316692520.35,581454900.76,242296518.32,1779834827.02
Avengers: Endgame,400681136.36,966106373.77,401936086.56,3150793370.11
Avengers: Infinity War,372126977.85,786933189.52,298742822.55,2379311544.42
Avenging Angelo,29809602.9,0.0,0.0,1445935.83
Avicii: True Stories,0.0,0.0,0.0,4641.28
Await Further Instructions,0.0,0.0,0.0,4431.9
Awake,0.0,0.0,0.0,164023.63
Awake,0.0,0.0,0.0,159246.24
Awake,9123740.0,15252769.36,6213555.5,34723322.78
Awake,8858000.0,14808513.94,6032578.16,33711963.86
Away We Go,25714025.32,14296916.4,197258.34,23867841.5
Away from Her,6418825.76,7335949.19,183944.29,14754125.13
Awoken,1957000.0,0.0,0.0,358674.84
Ay Lav Yu,0.0,0.0,0.0,2088926.06
Ayla: The Daughter of War,0.0,0.0,0.0,1130704.24
BPM (Beats Per Minute),6428656.97,149482.21,10228.25,9199419.5
Baadasssss!,0.0,622625.74,77172.99,622625.74
Baarìa,42352512.3,0.0,0.0,24227925.58
Babel,41321190.81,56697362.92,643537.88,223680170.89
Babies,0.0,10750141.12,3172708.35,15007395.39
Baby Driver,40597778.08,128749718.15,24541738.95,270984302.32
Baby Mama,46739022.5,94248011.19,27119710.2,100402763.03
Babycall,35644022.17,0.0,0.0,2020869.2
Babylon,113300000.0,15811998.65,3711469.04,65251998.65
Babylon A.D.,109057719.16,35105012.99,14776739.82,112343784.04
Babysitter Wanted,0.0,0.0,0.0,0.0
Babyteeth,0.0,4924.92,2717.61,1252622.46
Bachelorette,4031749.14,602012.72,243912.76,16299790.6
Bachna Ae Haseeno,280434134.99,1093951.75,502336.99,17739686.93
Back Roads,0.0,0.0,0.0,0.0
Back in Time,240686.32,0.0,0.0,0.0
Back to Burgundy,9397191.57,307599.81,18098.25,13881913.49
Back to the Outback,0.0,0.0,0.0,0.0
Backcountry,0.0,17542.23,1273.1,17542.23
Backtrace,6180000.0,0.0,0.0,505355.08
Backtrack,0.0,0.0,0.0,0.0
Bad Ass,0.0,0.0,0.0,0.0
Bad Biology,0.0,0.0,0.0,0.0
Bad Boys II,234794460.51,250342267.93,84024918.28,493681642.97
Bad Boys for Life,98345430.0,225435310.36,68299923.14,466053795.76
Bad Company,130220620.02,56106783.79,20476945.08,123152955.4
Bad Country,0.0,0.0,0.0,0.0
Bad Day for the Cut,298513.07,0.0,0.0,1803.02
Bad Education,0.0,0.0,0.0,0.0
Bad Genius,71643137.79,0.0,0.0,53207473.03
Bad Grandpa,20158745.69,137083527.98,43079477.41,204042183.33
Bad Johnson,0.0,0.0,0.0,36076.98
Bad Luck Banging or Loony Porn,986637.0,76747.63,8139.22,505356.53
Bad Match,0.0,4001.27,0.0,4001.27
Bad Milo!,0.0,26358.23,6051.66,26358.23
Bad Moms,24597477.31,139292189.65,29292324.01,226218170.32
Bad News Bears,59585157.14,55956164.01,19377896.65,58313179.17
Bad President,0.0,0.0,0.0,0.0
Bad Samaritan,0.0,3982160.93,2001913.3,5360293.2
Bad Santa,41540558.4,108475633.16,22576390.43,138150748.74
Bad Santa 2,31976720.5,21869835.99,7596537.31,29614462.41
Bad Teacher,28515217.74,142993631.31,45058472.44,308245927.93
Bad Times at the El Royale,37096770.38,20680423.53,8268692.75,36960815.35
Bad Trip,0.0,0.0,0.0,0.0
Bad Words,13047731.84,10150631.73,147832.11,10182889.64
Badla,0.0,2094571.9,671305.23,20824891.08
Badmash Company,0.0,0.0,0.0,94570.63
Baekdusan,19921505.94,419321.81,40744.54,69055428.71
Baggage Claim,11423289.22,28987616.44,12137045.9,30736840.53
Baghead,0.0,218280.58,13460.84,218280.58
Bait,0.0,0.0,0.0,834239.51
Bait,0.0,0.0,0.0,938943.92
Bait,33765264.3,0.0,0.0,37696178.1
Bait,38003102.44,0.0,0.0,42427380.56
Ballerina,35821568.9,29496148.5,216232.12,130836502.45
Ballistic: Ecks vs. Sever,130220620.02,26617025.9,13041546.73,37494049.2
Balloon,0.0,38517.16,0.0,13280543.62
Balls Out: Gary the Tennis Coach,0.0,0.0,0.0,15584.21
Balls of Fury,0.0,52773884.38,18216824.88,66980071.27
Bana Masal Anlatma,0.0,0.0,0.0,8539256.58
Band Aid,0.0,296566.77,34643.04,296566.77
Band Baaja Baaraat,0.0,64351.15,64351.15,154166.67
Band of Robbers,0.0,25280.06,18235.34,25280.06
Bandidas,52891124.23,0.0,0.0,30382463.36
Bandit,0.0,0.0,0.0,481015.15
Bandslam,30251794.5,7882086.91,3375000.61,18491444.18
Bang Bang,0.0,3322176.95,1668400.42,54860468.5
Bang Bang You're Dead,0.0,0.0,0.0,0.0
Bangkok Dangerous,70108533.75,23833992.75,12126074.82,66193969.24
Banshee Chapter,1276720.56,0.0,0.0,0.0
Baramui paiteo,10521036.32,0.0,0.0,2661.82
Barb and Star Go to Vista Del Mar,0.0,0.0,0.0,34824.04
Barbarian,4635000.0,42068232.32,10860266.44,46712907.11
Barbershop,22323534.86,140977038.56,38373101.64,143361599.49
Barbershop 2: Back in Business,52605181.59,114173018.34,42507813.38,115716403.52
Barbershop: The Next Cut,24597477.31,66485703.33,24895617.18,68453501.51
Bardo: False Chronicle of a Handful of Truths,0.0,0.0,0.0,39335.7
Barely Lethal,19001551.22,7695.63,0.0,1182969.44
Barney's Version,42772826.61,6329239.15,93018.07,17261574.42
Barnyard,84295229.25,120059220.7,26149477.6,192978357.53
Barry Munday,0.0,0.0,0.0,0.0
Bart Got a Room,3115934.83,83756.33,51043.69,83756.33
Basic,90305561.73,48391700.01,20791880.29,77288125.18
Basic Instinct 2,74263000.0,6334990.36,3396386.48,40982013.21
Bastards of Young,51068.82,0.0,0.0,0.0
Bastille Day,24597477.31,61824.53,51096.34,18273229.76
Bathory,0.0,0.0,0.0,10914384.36
Batman Begins,255364959.19,352171225.81,82985848.64,638921333.52
Batman Ninja,0.0,0.0,0.0,0.0
Batman and Harley Quinn,4179183.04,0.0,0.0,7699.25
Batman v Superman: Dawn of Justice,307468466.36,406301368.78,204168097.54,1075355960.31
Batman: Gotham by Gaslight,0.0,0.0,0.0,0.0
Batman: Return of the Caped Crusaders,4304558.53,0.0,0.0,69747.38
Batman: Soul of the Dragon,0.0,0.0,0.0,0.0
Batman: The Killing Joke,4304558.53,4642773.84,0.0,5487739.0
"Batman: The Long Halloween, Part One",0.0,0.0,0.0,0.0
"Batman: The Long Halloween, Part Two",0.0,0.0,0.0,0.0
Battle,0.0,0.0,0.0,632043.18
Battle for Haditha,0.0,16062.64,3087.89,382513.72
Battle for Sevastopol,6333850.41,0.0,0.0,11533313.27
Battle for Terra,0.0,2491360.82,1636718.89,9371329.81
Battle in Seattle,12463739.33,349248.0,73073.35,1415954.01
Battle of the Damned,0.0,0.0,0.0,175429.36
Battle of the Sexes,29851307.41,15091061.0,618915.51,22207709.4
Battle of the Year,26878327.59,11945205.87,6186284.97,22241113.21
Battle: Los Angeles,99803262.08,119125785.27,50718858.65,302003750.01
Battleship,289304878.98,90560213.44,35346169.65,419458140.03
Baywatch,82389608.46,69326898.43,22094589.66,212370261.98
Be Cool,90228952.25,95416230.03,39922416.2,163031316.19
Be Kind Rewind,31159348.33,17410541.39,6387666.41,47641718.17
Be Somebody,0.0,18933.91,17376.89,18933.91
Beach Rats,0.0,565707.35,55464.92,581053.31
Bears,6523865.92,23199120.33,6231945.1,27813517.24
Beast,37080000.0,32801925.9,11923130.65,60868683.27
Beast,41733866.67,36918856.59,13419588.59,68508239.27
Beast,0.0,824375.95,54845.44,1796393.13
Beast,0.0,927842.39,61729.03,2021856.29
Beastie Boys Story,0.0,0.0,0.0,0.0
Beastly,24237935.08,39729641.22,14045315.92,61596125.32
Beasts of No Nation,7600620.49,114993.59,64609.07,114993.59
Beasts of the Southern Wild,2491620.97,17712305.01,234907.26,29218056.95
Beatriz at Dinner,0.0,8496701.81,169506.47,8866305.18
Beats,0.0,0.0,0.0,0.0
"Beats, Rhymes &amp; Life: The Travels of A Tribe Called Quest",0.0,1661531.91,155009.28,1661531.91
Beautiful Boy,28981851.86,8868415.37,253751.18,36807551.2
Beautiful Boy,35644022.17,10907032.29,312081.95,45268645.28
Beautiful Boy,0.0,89550.44,18736.19,162440.96
Beautiful Boy,0.0,110135.75,23043.15,199781.89
Beautiful Creatures,80634982.76,26142046.87,10190373.62,80705051.87
Beautiful Kate,6504135.82,0.0,0.0,1611900.32
Beautiful Lies,0.0,0.0,0.0,8890799.75
Beauty Shop,0.0,61885740.06,21793637.25,63407890.57
Beauty and the Beast,191048367.44,602376893.62,208661374.35,1511808674.49
Beauty and the Beast,208763709.41,658233495.84,228009917.61,1651994157.45
Beauty and the Beast,39403725.79,0.0,0.0,56634645.51
Beauty and the Beast,43057515.07,0.0,0.0,61886206.29
Beavis and Butt-Head Do the Universe,0.0,0.0,0.0,0.0
Because I Said So,0.0,68479306.77,21058345.96,111503813.23
Because of Winn-Dixie,23834062.86,55579403.65,17379170.44,57183751.03
Beckett,0.0,0.0,0.0,0.0
Becky,0.0,1096770.09,228810.48,1142853.67
Becoming,0.0,0.0,0.0,0.0
Becoming Jane,26477656.25,29961387.27,1559880.57,59874280.31
Bedtime Stories,124637393.33,171535289.55,42766666.74,331652101.93
Bee Movie,240705965.86,203206025.59,61012614.13,471004344.95
Bee Season,23834062.86,2009824.37,205218.09,11673564.77
Beer League,2970520.0,500941.07,321355.1,500941.07
Beerfest,28924833.56,31710185.95,11621548.55,33697591.43
Bees Make Honey,0.0,0.0,0.0,0.0
Before I Disappear,0.0,13149.5,3491.57,13149.5
Before I Fall,5970261.48,14616539.84,5600360.8,19551224.84
Before I Go to Sleep,28705010.04,4230670.94,2405149.73,23055049.89
Before I Wake,0.0,0.0,0.0,4596621.4
Before Midnight,4031749.14,10905380.14,331831.77,28022142.88
Before Sunset,4734466.34,10206543.25,384763.07,27792648.35
Before We Go,0.0,47061.78,23599.93,586356.2
Before the Devil Knows You're Dead,28884715.9,11368104.68,118486.71,40179387.62
Before the Flood,0.0,0.0,0.0,1215.12
Begin Again,10438185.47,21099007.0,174923.11,109786375.28
Beginners,4562434.84,8256430.17,201517.04,20405063.51
Behaving Badly,3914319.55,0.0,0.0,551523.71
Behind the Candelabra,30910076.72,0.0,0.0,17944789.94
Behind the Curve,0.0,0.0,0.0,0.0
Behind the Mask: The Rise of Leslie Vernon,0.0,114271.27,63634.63,114271.27
Being Elmo: A Puppeteer's Journey,0.0,420879.08,31786.16,430236.5
Being Flynn,0.0,747696.69,60892.45,1360873.54
Being Julia,31563108.96,13570469.27,214302.99,25143823.14
Being the Ricardos,0.0,0.0,0.0,0.0
Beirut,0.0,5818658.57,2010757.4,8705494.47
Bel Ami,0.0,166747.58,52625.8,12977098.41
Belfast,11669900.0,9814247.98,1887776.07,52152086.09
Bella,5295531.25,12950842.69,2131769.06,19390142.9
Belle,14222027.7,13995819.18,139060.12,21669118.51
Bellflower,23531.98,232864.13,30839.35,239382.48
Below,41200000.0,623728.86,207473.93,2700675.45
Below Her Mouth,0.0,0.0,0.0,40207.32
Ben &amp; Arthur,72244.45,0.0,0.0,0.0
Ben Is Back,15070562.97,4293005.2,93592.83,11748319.96
Ben-Hur,122987386.54,32481555.44,13779279.26,115683548.15
Bend It Like Beckham,6511326.79,60540401.52,300489.66,142472200.1
Beneath,0.0,0.0,0.0,0.0
Beneath,0.0,0.0,0.0,0.0
Beneath,0.0,0.0,0.0,0.0
Beneath,1304773.18,0.0,0.0,0.0
Beneath,1060900.0,0.0,0.0,0.0
Beneath,1604706.44,0.0,0.0,0.0
Beneath,0.0,0.0,0.0,0.0
Beneath,0.0,0.0,0.0,0.0
Beneath,0.0,0.0,0.0,0.0
Beneath Hill 60,11954598.69,0.0,0.0,5053134.93
Beneath the Darkness,10104907.26,0.0,0.0,33218.84
Benji,6955644.45,0.0,0.0,678561.37
Bent,0.0,0.0,0.0,87255.84
Beowulf,240705965.86,132036174.93,44154895.37,315154307.2
Beowulf &amp; Grendel,0.0,113748.97,7206.42,152187.6
Berberian Sound Studio,0.0,53283.31,9142.86,432928.83
Bereavement,5286721.37,64192.55,30463.26,64192.55
Bergman Island,6365400.0,154033.13,59372.21,1067098.84
Berlin Syndrome,0.0,34221.54,27362.9,474973.7
Bernie,5150000.0,9482664.1,88379.15,10478252.83
